animal_type,intake_condition,intake_type,sex_upon_intake,age_upon_intake_(years),intake_number,time_in_shelter_days,sex_upon_outcome,age_upon_outcome_(years),outcome_number,outcome_type
Cat,Sick,Stray,Spayed Female,6,1,7.023611111,Spayed Female,6,1,Return to Owner
Dog,Normal,Public Assist,Spayed Female,6,1,1.323611111,Spayed Female,6,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,6,1,311.4729167,Spayed Female,6,1,Transfer
Dog,Normal,Stray,Neutered Male,8,1,0.482638889,Neutered Male,8,1,Return to Owner
Dog,Injured,Stray,Neutered Male,9,1,0.2,Neutered Male,9,1,Return to Owner
Dog,Normal,Stray,Neutered Male,4,1,0.070138889,Neutered Male,4,1,Return to Owner
Dog,Normal,Public Assist,Spayed Female,6,1,1.050694444,Spayed Female,6,1,Return to Owner
Dog,Normal,Stray,Spayed Female,7,1,1.10625,Spayed Female,7,1,Return to Owner
Dog,Normal,Stray,Neutered Male,8,1,0.847916667,Neutered Male,8,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,6,1,2.371527778,Neutered Male,6,1,Transfer
Dog,Normal,Stray,Intact Male,8,1,2.215972222,Neutered Male,8,1,Return to Owner
Dog,Normal,Stray,Neutered Male,8,1,3.011805556,Neutered Male,8,1,Return to Owner
Dog,Normal,Stray,Neutered Male,5,1,0.786805556,Neutered Male,5,1,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,3,1,17.975,Neutered Male,3,1,Adoption
Dog,Normal,Stray,Spayed Female,4,1,10.24861111,Spayed Female,4,1,Return to Owner
Dog,Normal,Public Assist,Spayed Female,6,1,8.820138889,Spayed Female,6,1,Return to Owner
Dog,Normal,Stray,Neutered Male,12,1,0.727083333,Neutered Male,12,1,Return to Owner
Dog,Normal,Stray,Neutered Male,4,1,37.9875,Neutered Male,4,1,Transfer
Dog,Injured,Public Assist,Spayed Female,4,1,11.35902778,Spayed Female,4,1,Euthanasia
Cat,Normal,Owner Surrender,Neutered Male,4,1,4.848611111,Neutered Male,4,1,Transfer
Cat,Normal,Owner Surrender,Neutered Male,4,1,4.848611111,Neutered Male,4,1,Transfer
Cat,Normal,Owner Surrender,Neutered Male,4,1,10.13888889,Neutered Male,4,1,Died
Cat,Normal,Owner Surrender,Neutered Male,7,1,0.988194444,Neutered Male,7,1,Transfer
Cat,Normal,Owner Surrender,Neutered Male,3,2,2.772222222,Neutered Male,3,2,Transfer
Cat,Normal,Owner Surrender,Neutered Male,3,3,77.22222222,Neutered Male,3,3,Adoption
Dog,Normal,Owner Surrender,Spayed Female,6,1,4.386805556,Spayed Female,6,1,Relocate
Dog,Normal,Stray,Spayed Female,7,1,0.048611111,Spayed Female,7,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,6,1,191.0527778,Spayed Female,7,1,Relocate
Dog,Normal,Public Assist,Neutered Male,7,1,0.009722222,Neutered Male,7,1,Return to Owner
Cat,Normal,Stray,Neutered Male,4,1,0.315972222,Neutered Male,4,1,Return to Owner
Cat,Normal,Stray,Spayed Female,5,1,1.822916667,Spayed Female,5,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,5,1,11.04930556,Neutered Male,6,1,Euthanasia
Dog,Injured,Owner Surrender,Neutered Male,5,2,11.14375,Neutered Male,5,2,Return to Owner
Dog,Normal,Public Assist,Neutered Male,5,3,11.21736111,Neutered Male,5,3,Return to Owner
Dog,Normal,Stray,Neutered Male,5,1,0.975694444,Neutered Male,5,1,Return to Owner
Dog,Normal,Stray,Spayed Female,5,1,2.858333333,Spayed Female,5,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,7,1,4.047222222,Spayed Female,7,1,Missing
Cat,Normal,Stray,Spayed Female,7,1,3.001388889,Spayed Female,7,1,Adoption
Cat,Injured,Stray,Spayed Female,7,1,1.035416667,Spayed Female,7,1,Died
Cat,Normal,Stray,Neutered Male,7,1,4.955555556,Neutered Male,7,1,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,0.180555556,Neutered Male,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,5,1,0.851388889,Spayed Female,5,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,7,1,39.98402778,Spayed Female,7,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,10,1,3.077777778,Neutered Male,10,1,Died
Dog,Normal,Owner Surrender,Neutered Male,9,2,0.004861111,Neutered Male,9,2,Return to Owner
Dog,Normal,Stray,Neutered Male,9,3,4.161111111,Neutered Male,9,3,Adoption
Cat,Normal,Owner Surrender,Spayed Female,4,1,2.0125,Spayed Female,4,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,5,1,10.85208333,Neutered Male,5,1,Return to Owner
Dog,Normal,Stray,Neutered Male,5,2,49.11666667,Neutered Male,5,2,Transfer
Dog,Normal,Public Assist,Neutered Male,5,1,0.729166667,Neutered Male,5,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,6,1,5.947916667,Spayed Female,6,1,Euthanasia
Dog,Normal,Stray,Intact Female,5,1,22.96666667,Spayed Female,5,1,Return to Owner
Dog,Pregnant,Public Assist,Intact Female,4,2,5.003472222,Intact Female,4,2,Return to Owner
Dog,Normal,Stray,Neutered Male,6,1,0.316666667,Neutered Male,6,1,Return to Owner
Dog,Normal,Stray,Intact Male,11,1,1.886805556,Intact Male,11,1,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,0.924305556,Neutered Male,9,1,Return to Owner
Dog,Normal,Stray,Neutered Male,8,1,3.072222222,Neutered Male,8,1,Return to Owner
Dog,Normal,Stray,Neutered Male,6,1,0.848611111,Neutered Male,6,1,Return to Owner
Dog,Normal,Stray,Neutered Male,8,1,0.017361111,Neutered Male,8,1,Return to Owner
Dog,Injured,Stray,Neutered Male,6,1,5.058333333,Neutered Male,6,1,Transfer
Dog,Normal,Public Assist,Neutered Male,7,1,14.09375,Neutered Male,7,1,Return to Owner
Dog,Normal,Stray,Neutered Male,6,1,1.879861111,Neutered Male,6,1,Return to Owner
Dog,Injured,Stray,Neutered Male,4,2,0.056944444,Neutered Male,4,2,Return to Owner
Dog,Normal,Stray,Neutered Male,4,1,0.185416667,Neutered Male,4,1,Return to Owner
Dog,Normal,Public Assist,Intact Female,6,1,8.763194444,Intact Female,6,1,Return to Owner
Dog,Normal,Stray,Neutered Male,4,1,12.78958333,Neutered Male,4,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,11,1,12.99513889,Neutered Male,11,1,Return to Owner
Dog,Normal,Stray,Neutered Male,11,2,2.929861111,Neutered Male,11,2,Return to Owner
Dog,Normal,Stray,Neutered Male,5,1,63.02777778,Neutered Male,6,1,Rto-Adopt
Dog,Normal,Owner Surrender,Neutered Male,5,2,0.900694444,Neutered Male,5,2,Relocate
Dog,Normal,Owner Surrender,Neutered Male,7,1,3.849305556,Neutered Male,7,1,Euthanasia
Dog,Normal,Owner Surrender,Neutered Male,8,1,0.102777778,Neutered Male,8,1,Euthanasia
Dog,Normal,Stray,Neutered Male,6,2,0.193055556,Neutered Male,6,2,Return to Owner
Dog,Normal,Stray,Neutered Male,3,1,13.97361111,Neutered Male,3,1,Transfer
Cat,Normal,Stray,Spayed Female,14,1,1.052777778,Spayed Female,14,1,Return to Owner
Dog,Normal,Stray,Neutered Male,8,1,4.283333333,Neutered Male,8,1,Adoption
Dog,Injured,Public Assist,Neutered Male,11,1,0.236805556,Neutered Male,11,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,7,1,0.000694444,Neutered Male,7,1,Return to Owner
Dog,Normal,Stray,Neutered Male,11,1,4.025694444,Neutered Male,11,1,Return to Owner
Cat,Normal,Stray,Spayed Female,3,1,2.2125,Spayed Female,3,1,Return to Owner
Cat,Normal,Stray,Spayed Female,3,2,0.041666667,Spayed Female,3,2,Return to Owner
Cat,Normal,Stray,Neutered Male,8,1,0.099305556,Neutered Male,8,1,Return to Owner
Dog,Injured,Stray,Spayed Female,4,1,71.12013889,Spayed Female,5,1,Adoption
Dog,Normal,Stray,Spayed Female,6,1,23.82986111,Spayed Female,6,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,7,1,10.1125,Neutered Male,7,1,Return to Owner
Dog,Normal,Stray,Spayed Female,7,1,0.303472222,Spayed Female,7,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,8,1,15.02777778,Spayed Female,8,1,Adoption
Dog,Normal,Stray,Neutered Male,7,1,0.064583333,Neutered Male,7,1,Return to Owner
Cat,Normal,Stray,Neutered Male,8,1,29.91666667,Neutered Male,8,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,9,1,36.1375,Spayed Female,9,1,Adoption
Dog,Normal,Stray,Neutered Male,5,1,24.97916667,Neutered Male,5,1,Euthanasia
Dog,Normal,Stray,Neutered Male,4,1,133.8229167,Neutered Male,4,1,Adoption
Dog,Normal,Stray,Neutered Male,8,1,118.0590278,Neutered Male,8,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,6,1,10.28819444,Neutered Male,6,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,6,2,31.23333333,Neutered Male,6,2,Adoption
Dog,Normal,Stray,Spayed Female,6,1,0.75,Spayed Female,6,1,Return to Owner
Dog,Injured,Stray,Neutered Male,4,1,0.050694444,Neutered Male,4,1,Return to Owner
Dog,Normal,Stray,Neutered Male,5,1,0.335416667,Neutered Male,5,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,10,1,10.10625,Neutered Male,10,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,3,1,10.8375,Neutered Male,3,1,Return to Owner
Dog,Normal,Stray,Neutered Male,3,2,8.9625,Neutered Male,3,2,Transfer
Dog,Injured,Stray,Neutered Male,9,1,5.945833333,Neutered Male,9,1,Euthanasia
Dog,Sick,Owner Surrender,Spayed Female,3,1,6.752083333,Spayed Female,3,1,Euthanasia
Dog,Normal,Stray,Spayed Female,3,2,1.943055556,Spayed Female,3,2,Return to Owner
Dog,Normal,Stray,Neutered Male,3,1,29.07569444,Neutered Male,3,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,6,1,10.39444444,Spayed Female,6,1,Transfer
Dog,Normal,Stray,Intact Male,3,1,10.83541667,Intact Male,3,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,4,1,0.9625,Neutered Male,4,1,Euthanasia
Dog,Injured,Stray,Neutered Male,5,1,108.1569444,Neutered Male,5,1,Relocate
Dog,Normal,Stray,Neutered Male,12,1,11.83263889,Neutered Male,12,1,Transfer
Cat,Normal,Stray,Neutered Male,7,1,2.063194444,Neutered Male,7,1,Return to Owner
Dog,Normal,Stray,Neutered Male,5,1,1.002083333,Neutered Male,5,1,Return to Owner
Cat,Normal,Stray,Neutered Male,4,1,1.982638889,Neutered Male,4,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,4,1,182.7930556,Neutered Male,5,1,Rto-Adopt
Dog,Normal,Public Assist,Neutered Male,8,1,9.7625,Neutered Male,8,1,Return to Owner
Dog,Normal,Stray,Spayed Female,7,1,0.55625,Spayed Female,7,1,Return to Owner
Dog,Injured,Stray,Spayed Female,7,2,0.854166667,Spayed Female,7,2,Return to Owner
Dog,Normal,Stray,Spayed Female,5,1,6.933333333,Spayed Female,5,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,5,1,6.019444444,Neutered Male,5,1,Adoption
Cat,Normal,Public Assist,Intact Female,5,1,1.102777778,Spayed Female,5,1,Return to Owner
Cat,Normal,Owner Surrender,Intact Female,5,2,26.14513889,Intact Female,5,2,Missing
Dog,Normal,Stray,Neutered Male,5,1,0.923611111,Neutered Male,5,1,Return to Owner
Dog,Normal,Stray,Neutered Male,6,1,78.90277778,Neutered Male,6,1,Adoption
Dog,Normal,Stray,Neutered Male,4,2,0.945833333,Neutered Male,4,2,Return to Owner
Dog,Normal,Stray,Neutered Male,10,1,3.948611111,Neutered Male,10,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,8,2,10.14305556,Neutered Male,8,2,Return to Owner
Dog,Normal,Public Assist,Neutered Male,7,1,7.977777778,Neutered Male,7,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,7,1,10.01666667,Neutered Male,7,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,4,1,22.36875,Neutered Male,4,1,Adoption
Dog,Normal,Public Assist,Neutered Male,4,2,7.875694444,Neutered Male,4,2,Return to Owner
Cat,Normal,Stray,Neutered Male,2,1,8.977777778,Neutered Male,2,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,5,1,7.129166667,Neutered Male,5,1,Return to Owner
Dog,Normal,Public Assist,Spayed Female,7,1,107.8694444,Spayed Female,8,1,Adoption
Dog,Normal,Stray,Neutered Male,6,1,37.07708333,Neutered Male,6,1,Relocate
Cat,Normal,Owner Surrender,Spayed Female,4,1,33.97708333,Spayed Female,4,1,Transfer
Cat,Normal,Stray,Neutered Male,6,1,1.913888889,Neutered Male,6,1,Return to Owner
Dog,Normal,Stray,Spayed Female,7,1,12.9,Spayed Female,7,1,Return to Owner
Dog,Normal,Stray,Spayed Female,5,2,2.159722222,Spayed Female,5,2,Return to Owner
Dog,Normal,Stray,Spayed Female,9,1,0.961111111,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,7,2,1.275,Spayed Female,7,2,Return to Owner
Dog,Normal,Stray,Spayed Female,7,3,0.238194444,Spayed Female,7,3,Return to Owner
Dog,Normal,Stray,Spayed Female,6,4,0.116666667,Spayed Female,6,4,Return to Owner
Dog,Normal,Stray,Spayed Female,6,5,0.764583333,Spayed Female,6,5,Return to Owner
Dog,Normal,Stray,Neutered Male,5,1,6.856944444,Neutered Male,6,1,Return to Owner
Dog,Normal,Stray,Neutered Male,4,1,5.433333333,Neutered Male,4,1,Transfer
Dog,Normal,Stray,Neutered Male,6,1,3.579166667,Neutered Male,6,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,6,1,46.99444444,Neutered Male,7,1,Missing
Cat,Normal,Stray,Neutered Male,4,1,0.13125,Neutered Male,4,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,9,1,8.788888889,Neutered Male,9,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,7,1,23.07916667,Spayed Female,7,1,Transfer
Dog,Normal,Owner Surrender,Spayed Female,7,2,182.0986111,Spayed Female,7,2,Relocate
Cat,Normal,Owner Surrender,Neutered Male,7,1,37.02361111,Neutered Male,7,1,Adoption
Dog,Normal,Public Assist,Spayed Female,6,1,6.111805556,Spayed Female,6,1,Return to Owner
Dog,Normal,Public Assist,Spayed Female,6,2,8.860416667,Spayed Female,6,2,Return to Owner
Dog,Normal,Public Assist,Spayed Female,5,3,5.847916667,Spayed Female,5,3,Return to Owner
Dog,Normal,Public Assist,Spayed Female,6,1,6.111805556,Spayed Female,6,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,7,1,170.9020833,Neutered Male,7,1,Adoption
Dog,Normal,Stray,Neutered Male,7,1,0.736805556,Neutered Male,7,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,8,1,9.086805556,Spayed Female,8,1,Died
Dog,Normal,Public Assist,Neutered Male,5,1,0.777777778,Neutered Male,5,1,Return to Owner
Dog,Normal,Stray,Spayed Female,6,1,118.9895833,Spayed Female,6,1,Died
Dog,Normal,Stray,Spayed Female,5,1,0.080555556,Spayed Female,5,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,12,1,4.250694444,Neutered Male,12,1,Return to Owner
Dog,Normal,Stray,Neutered Male,12,2,1.1625,Neutered Male,12,2,Return to Owner
Dog,Normal,Stray,Neutered Male,12,3,4.008333333,Neutered Male,12,3,Return to Owner
Dog,Normal,Euthanasia Request,Spayed Female,5,1,0.863888889,Spayed Female,5,1,Euthanasia
Dog,Normal,Stray,Spayed Female,8,1,533.8270833,Spayed Female,9,1,Rto-Adopt
Dog,Normal,Stray,Spayed Female,7,1,3.154861111,Spayed Female,7,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,15,1,3.038194444,Spayed Female,15,1,Transfer
Dog,Normal,Stray,Neutered Male,3,1,9.077777778,Neutered Male,3,1,Adoption
Dog,Injured,Public Assist,Spayed Female,9,1,10.3875,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Neutered Male,4,1,5.433333333,Neutered Male,4,1,Transfer
Dog,Normal,Owner Surrender,Spayed Female,7,1,10.16388889,Spayed Female,7,1,Transfer
Dog,Normal,Stray,Spayed Female,7,2,5.194444444,Spayed Female,7,2,Adoption
Cat,Normal,Owner Surrender,Neutered Male,5,1,5.811805556,Neutered Male,5,1,Return to Owner
Dog,Normal,Stray,Neutered Male,6,1,1.038888889,Neutered Male,6,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,6,1,9.679861111,Neutered Male,6,1,Euthanasia
Dog,Normal,Owner Surrender,Neutered Male,5,1,5.075,Neutered Male,5,1,Died
Dog,Normal,Stray,Neutered Male,3,2,26.04236111,Neutered Male,3,2,Adoption
Dog,Normal,Stray,Neutered Male,8,1,13.01736111,Neutered Male,8,1,Adoption
Dog,Normal,Stray,Neutered Male,4,1,1.242361111,Neutered Male,4,1,Return to Owner
Dog,Normal,Stray,Spayed Female,13,1,0.238194444,Spayed Female,13,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,4,1,6.045138889,Neutered Male,4,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,7,1,0.181944444,Neutered Male,7,1,Adoption
Dog,Normal,Stray,Neutered Male,5,2,0.028472222,Neutered Male,5,2,Return to Owner
Dog,Normal,Public Assist,Intact Female,9,1,9.042361111,Intact Female,9,1,Return to Owner
Dog,Normal,Stray,Neutered Male,4,1,6.782638889,Neutered Male,4,1,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,7,1,9.904166667,Neutered Male,7,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,8,1,12.07986111,Neutered Male,8,1,Missing
Dog,Normal,Stray,Spayed Female,5,1,8.827083333,Spayed Female,5,1,Return to Owner
Dog,Normal,Stray,Spayed Female,7,1,0.114583333,Spayed Female,7,1,Return to Owner
Dog,Normal,Stray,Spayed Female,5,1,3.94375,Spayed Female,5,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,8,1,4.065972222,Spayed Female,8,1,Adoption
Cat,Normal,Owner Surrender,Spayed Female,6,2,6.920138889,Spayed Female,6,2,Adoption
Dog,Normal,Stray,Neutered Male,4,1,28.09513889,Neutered Male,4,1,Adoption
Dog,Normal,Stray,Neutered Male,3,1,2.14375,Neutered Male,3,1,Return to Owner
Dog,Normal,Public Assist,Spayed Female,5,1,3.885416667,Spayed Female,6,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,6,1,89.01319444,Spayed Female,6,1,Adoption
Dog,Normal,Stray,Spayed Female,5,1,4.04375,Spayed Female,5,1,Return to Owner
Dog,Normal,Stray,Neutered Male,12,1,0.299305556,Neutered Male,12,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,5,1,43.04097222,Neutered Male,5,1,Adoption
Dog,Normal,Stray,Spayed Female,7,1,5.827083333,Spayed Female,7,1,Transfer
Dog,Normal,Stray,Spayed Female,5,1,0.513194444,Spayed Female,5,1,Return to Owner
Dog,Normal,Stray,Neutered Male,5,1,6.111111111,Neutered Male,5,1,Return to Owner
Dog,Normal,Stray,Spayed Female,4,1,0.119444444,Spayed Female,4,1,Return to Owner
Dog,Normal,Stray,Neutered Male,5,1,8.95625,Neutered Male,5,1,Adoption
Dog,Normal,Stray,Neutered Male,9,1,0.154166667,Neutered Male,9,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,7,1,135.0756944,Neutered Male,7,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,5,1,8.957638889,Neutered Male,5,1,Return to Owner
Dog,Normal,Stray,Neutered Male,3,1,66.92152778,Neutered Male,3,1,Rto-Adopt
Dog,Normal,Stray,Neutered Male,8,1,2.05,Neutered Male,8,1,Return to Owner
Dog,Normal,Stray,Neutered Male,7,2,1.99375,Neutered Male,7,2,Return to Owner
Dog,Sick,Stray,Neutered Male,11,1,4.190277778,Neutered Male,11,1,Transfer
Dog,Normal,Stray,Neutered Male,5,1,10.96736111,Neutered Male,5,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,5,1,4.142361111,Neutered Male,5,1,Adoption
Dog,Normal,Stray,Neutered Male,8,1,0.554861111,Neutered Male,8,1,Return to Owner
Dog,Normal,Stray,Neutered Male,7,2,0.459027778,Neutered Male,7,2,Return to Owner
Dog,Normal,Public Assist,Spayed Female,7,1,173.9006944,Spayed Female,8,1,Adoption
Dog,Normal,Stray,Spayed Female,5,2,3.822222222,Spayed Female,5,2,Return to Owner
Dog,Normal,Stray,Spayed Female,4,1,1.052777778,Spayed Female,4,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,6,1,14.14236111,Neutered Male,6,1,Relocate
Dog,Normal,Stray,Neutered Male,5,2,10.18402778,Neutered Male,5,2,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,6,1,2.093055556,Neutered Male,6,1,Missing
Cat,Normal,Owner Surrender,Spayed Female,5,1,2.9,Spayed Female,5,1,Return to Owner
Dog,Normal,Stray,Neutered Male,11,1,1.894444444,Neutered Male,11,1,Return to Owner
Dog,Normal,Stray,Neutered Male,5,1,0.219444444,Neutered Male,5,1,Return to Owner
Cat,Normal,Stray,Spayed Female,14,1,7.05,Spayed Female,14,1,Rto-Adopt
Dog,Normal,Stray,Spayed Female,7,1,0.021527778,Spayed Female,7,1,Return to Owner
Dog,Normal,Stray,Spayed Female,6,2,0.2,Spayed Female,6,2,Return to Owner
Dog,Normal,Stray,Spayed Female,6,3,0.094444444,Spayed Female,6,3,Return to Owner
Dog,Normal,Stray,Spayed Female,6,4,0.066666667,Spayed Female,6,4,Return to Owner
Dog,Normal,Stray,Spayed Female,5,5,0.046527778,Spayed Female,5,5,Return to Owner
Dog,Normal,Public Assist,Spayed Female,7,1,4.938888889,Spayed Female,7,1,Return to Owner
Dog,Normal,Stray,Spayed Female,12,1,0.357638889,Spayed Female,12,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,6,1,3.998611111,Neutered Male,6,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,5,1,1.982638889,Spayed Female,5,1,Return to Owner
Dog,Normal,Stray,Spayed Female,5,1,0.182638889,Spayed Female,5,1,Return to Owner
Dog,Normal,Stray,Spayed Female,5,1,2.03125,Spayed Female,6,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,5,1,1.198611111,Spayed Female,5,1,Return to Owner
Dog,Normal,Stray,Spayed Female,9,1,0.823611111,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,6,2,1.123611111,Spayed Female,6,2,Return to Owner
Dog,Normal,Stray,Spayed Female,6,3,0.173611111,Spayed Female,6,3,Return to Owner
Dog,Normal,Stray,Spayed Female,6,4,3.314583333,Spayed Female,6,4,Return to Owner
Dog,Normal,Stray,Spayed Female,5,5,3.047916667,Spayed Female,5,5,Adoption
Dog,Normal,Stray,Spayed Female,5,6,1.05625,Spayed Female,5,6,Return to Owner
Dog,Normal,Stray,Spayed Female,5,7,2.002777778,Spayed Female,5,7,Return to Owner
Dog,Normal,Public Assist,Neutered Male,5,1,5.849305556,Neutered Male,5,1,Return to Owner
Dog,Normal,Stray,Spayed Female,7,1,0.966666667,Spayed Female,7,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,2,1,1.140972222,Spayed Female,2,1,Return to Owner
Dog,Normal,Public Assist,Spayed Female,6,1,8.029166667,Spayed Female,6,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,9,1,54.11388889,Neutered Male,9,1,Adoption
Dog,Normal,Stray,Neutered Male,5,1,1.101388889,Neutered Male,5,1,Return to Owner
